ECLF006; ;INJ. ART. IN SITU SUP.SÉLECT CHIMIO AU MB SUP. CATHÉ ART.
ECMA001; ;RECONSTR. ART. +/- VN S.CLAV. +RÉSEC. CÔTE AB. DIRECT
ECNF001; ;FIBRINOLYSE IN SITU SUP.SÉLECT 1ART/1PONTAGE ART. MB SUP. CATHÉ ART.
ECNF002; ;FIBRINOLYSE CATHÉ H.SÉLECT 1ART/1PONTAGE ART. MB SUP.
ECNH001; ;SCLÉROSE 1T/1MALF. VASC. MB SUP. INJ. INTRALÉS. GUID RADIO
ECPA003; ;SECTION-ANASTOMOSE 1VSS PR ANOM. DES ARCS AORT. THOR.TOMIE SANS CEC
ECPF001; ;RECANALISATION 1ART. MB SUP. +STENT COUVERTE CATHÉ ART.
ECPF002; ;RECANALISATION 1ART. MB SUP. +STENT CATHÉ ART.
ECPF003; ;RECANALISATION 1ART. MB SUP. SANS STENT CATHÉ ART.
ECPF004; ;RECANALISATION ART. S.CLAV. AMONT ART VERTÉB. PAS STENT CATHÉ ART.
ECPF005; ;RECANALISATION ART S.CLAV AMONT ART VERTÉB+STENT CATHÉ ART.
ECQH001; ;ARTÉRIO BILAT. MB SUP. V. ART/INJ. ART. TRANSCUT. +MANOEUVRE POSITION
ECQH002; ;ARTÉRIO SUP.SÉLECT MB SUP. CATHÉ ART.
ECQH003; ;ARTÉRIO UNILAT. MAIN INJ. ART. TRANSCUT.
ECQH004; ;ARTÉRIO UNILAT. MB SUP. V. ART/INJ. ART. TRANSCUT. +MANOEUVRE POSITION
ECQH005; ;ARTÉRIO/H.SÉLECT MB SUP. CATHÉ ART.
ECQH006; ;ARTÉRIO MB SUP. INJ. ART. TRANSCUT. SANS MANOEUVRE POSITIONNELLE
ECQH007; ;ARTÉRIO BILAT. MAIN INJ. ART. TRANSCUT.
ECQH008;S;ARTERIO BRANCHE AORT THOR A DESTINEE BRONCHIQUE+/-PLEUROPULM CATHE ART
ECQH009;S;ARTERIO S.SELECT BR AORT THOR DESTINEE BRONCH+/-PLEUROPULM CATHE ART
ECQH010; ;SCAN. DES VSSX THOR. +/- COEUR
ECQH011; ;SCAN. DES VSSX THOR. +/- COEUR +SCAN. DES VSSX ABD. +/- PELVIS
ECQH012; ;ARTÉRIO/H.SÉLECT TOT. MOELLE ÉPIN. CATHÉ ART.
ECQH013; ;ARTÉRIO/H.SÉLECT 1SEGT MOELLE ÉPIN. CATHÉ ART.
ECQH014; ;ARTÉRIO SUP.SÉLECT MOELLE ÉPIN. CATHÉ ART.
ECQH015; ;ARTÉRIO/H.SÉLECT ART. INTRATHOR. PARIÉTALE+/-VISC CATHÉ ART.
ECQH016; ;ARTÉRIO SUP.SÉLECT ART. INTRATHOR. PARIÉTALE+/-VISC CATHÉ ART.
ECQJ001; ;ANGIOIRM THOR.
ECQM001; ;DOPPLER CONTINU ART MB SUP+ÉPREUVE DYNAMIQUE +MANOEUVRES POSITION
ECQM002; ;DOPPLER DES ART. DES MB SUP.
ECSA001; ;LIGATURE ART. S.CLAV. CERV.TOMIE
ECSA002; ;LIGATURE TABC THOR.TOMIE
ECSA003; ;LIGATURE 1ART. MB SUP. AB. DIRECT
ECSF001; ;OBLITÉRATION PLUS. ANÉVR. SACCULAIRES ART. MB SUP. CATHÉ ART.
ECSF002; ;EMBOL. SUP.SÉLECT 1ART. MB SUP. CATHÉ ART.
ECSF003; ;OBLITÉRATION 1ANÉVR. SACCULAIRE ART. MB SUP. CATHÉ ART.
ECSF004; ;EMBOL. SÉLECT/H.SÉLECT ART. À DESTINATION BR/PL.PULM CATHÉ ART.
ECSF005;S;EMBOLISATION H.SELECT ART MB SUP CATHE ART
ECSF006; ;EMBOL. SUP.SÉLECT ART. À DESTINATION BR/PL.PULM CATHÉ ART.
ECSF007;S;EMBOLISATION SELECT ART MB SUP CATHE ART
ECSF008; ;EMBOL. SÉLECT/H.SÉLECT 1ART. MB SUP. CATHÉ ART.
EDAA002; ;ANGIO.PLAST ART. RÉNALE LAPARO/LOMBOT.
EDAA003; ;DILAT. ART. ILIAQ+/-FÉM. PDT 1ITV RESTAURATRICE AORT./ILIAQ/ FÉM.
EDAF001; ;DILAT. SÉLEC. ART. RÉNALE +STENT CATHÉ ART.
EDAF002; ;DILAT. INTRALUMINALE ILIAQ COM. +/-EXT. SANS STENT CATHÉ ART.
EDAF003; ;DILAT. INTRALUMINALE ILIAQ COM. +/-EXT. +STENT CATHÉ ART.
EDAF004; ;DILAT. INTRALUMINALE ART. ILIAQ INT. SANS STENT CATHÉ ART.
EDAF005; ;DILAT. INTRALUMINALE 1ART. DIG. +STENT CATHÉ ART.
EDAF006; ;DILAT. INTRALUMINALE ART. ILIAQ INT. +STENT CATHÉ ART.
EDAF007; ;DILAT. SÉLEC. ART. RÉNALE SANS STENT CATHÉ ART.
EDAF008; ;DILAT. INTRALUMINALE 1ART. DIG. SANS STENT CATHÉ ART.
EDAF009; ;DILAT. INTRALUMINALE SUP.SÉLECT ART. RÉNALE SANS STENT CATHÉ ART.
EDAF010; ;DILAT. INTRALUMINALE SUP.SÉLECT ART. RÉNALE +STENT CATHÉ ART.
EDCA001; ;SUTURE ART. DIG. LAPARO
EDCA002; ;SUTURE ART. RÉNALE LAPARO/LOMBOT.
EDCA003; ;PONTAGE ART. CROISÉ ILIO-ILIAQUE ILLIOFÉM/FÉM.FÉM AB. DIRECT
EDCA004; ;PONTAGE ILLIOFÉM. PR COMPLIC. ANAST. SUR PROTH. TRÉPIED FÉM
EDCA005; ;PONTAGE ART. ILLIOFÉM. HOMOLAT. AB. DIRECT
EDCC015; ;SUTURE ART. DIG. COELIO
EDEA001; ;RÉIMPLANT/PONTAGE ART. ILIAQ INT/1SES BRANCHES LAPARO
EDEA002; ;RÉIMPLANT/PONTAGE ART. MÉSENT. INF. PDT 1ITV SUR AORT.
EDEA003; ;RÉIMPLANT/PONTAGE ART. ILIAQ INT. PDT 1ITV SUR AORT.
EDEA004; ;RÉIMPLANT. ART. RÉNALE DS AORT. LAPARO/LOMBOT.
EDEA005; ;RÉIMPLANT. 1ART. DIG. DS AORT. LAPARO
EDFA001; ;THROMBO.ECTOMIE ART. RÉNALE ARTÉRIOTOMIE RÉNALE LAPARO/LOMBOT.
EDFA002; ;THROMBECTOMIE ART. DIG. LAPARO
EDFA003; ;THROMBO.ECTOMIE ILIOFÉMORALE LAPARO
EDFA004; ;THROMBO.ECTOMIE DES ART. RÉNALES AORTOTOMIE LAPARO
EDFA005; ;THROMBO.ECTOMIE MÉSENT. SUP.+/-TR. COELIAQ/BRANCHES THOR.PHRÉNO.LAPARO
EDFA006; ;THROMBO.ECTOMIE ILIAQ LAPARO
EDFA007; ;THROMBO.ECTOMIE ILIOFÉMORALE AB. INGUINOFÉMORAL
EDFA008; ;THROMBECTOMIE ART. RÉNALE LAPARO/LOMBOT.
EDFA009; ;RÉSEC.ANAST ART. RÉNALE LAPARO/LOMBOT.
EDFA010; ;RÉSEC.ANAST 1ART. DIG. LAPARO
EDJF001; ;THROMBOASPIRATION ART. RÉNALE CATHÉ ART.
EDJF002; ;THROMBOASPIRATION ART. DIG. CATHÉ ART.
EDKA002; ;REMPLT ART. RÉNALE LAPARO/LOMBOT.
EDKA003; ;REMPLT 1ART. DIG. LAPARO
EDLA001; ;IMPLANT. DIFFUSEUR SSCUT+CATHÉ. RELIÉ 1BRANCHE ART HÉP COMMUNE LAPARO
EDLF001;S;CHIMIO ART ILIAQ INT/BRANCHE EXTRADIG AORT ABDO+EMBOL PARTIC CATHE ART
EDLF002; ;POSE 1CATHÉ. ART. OMBILICAL
EDLF003;S;CHIMIO INTRAHEP + EMBOLISATION PARTICULES CATHE ART
EDLF004; ;STENT COUVERT DS ILIAQ COM+/-EXT. +EMBOL. ART. ILIAQ INT. CATHÉ ART.
EDLF005; ;STENT COUVERTE DS ILIAQ COM. +/-EXT. CATHÉ ART.
EDLF006; ;STENT COUVERTE DS 1ART. DIG. CATHÉ ART.
EDLF007; ;STENT COUVERT ART. ILIAQ INT/1BRANCHE EXTRADIG. AORT. ABD. CATHÉ ART.
EDLF008; ;STENT COUVERTE DS PLUS. ART. DIG. CATHÉ ART.
EDLF009;S;INJ ART RENALE IN SITU CHIMIO SANS EMBOLISATION PARTICULES CATHE ART
EDLF010;S;CHIMIO INTRAHEP SANS EMBOLISATION PARTICULES CATHE ART
EDLF011;S;INJ ART RENALE IN SITU CHIMIO + EMBOLISATION PARTICULES CATHE ART
EDLF012;S;CHIMIO ART ILIAQ INT/BRANCHE EXTRADIG AORT ABDO SANS EMBOL CATHE ART
EDLF013; ;STENT COUVERTE DS ART. RÉNALE CATHÉ ART.
EDLF014; ;CHIMIO INTRAHÉP. H.SÉLECT NON ISOTOP. SANS EMBOL. CATHÉ ART.
EDLF015; ;CHIMIO INTRAHÉP. S.SÉLECT NON ISOTOP. SANS EMBOL. CATHÉ ART.
EDLF016; ;CHIMIO INTRAHÉP. S.SÉLECT NON ISOTOP. +EMBOL. PARTICULES CATHÉ ART.
EDLF017; ;CHIMIO INTRAHÉP. H.SÉLECT NON ISOTOP. +EMBOL. PARTICULES CATHÉ ART.
EDLF018; ;CHIMIO ART. RÉNALE SUP.SÉLECT +EMBOL. PARTICULES CATHÉ ART.
EDLF019; ;CHIMIO IN SITU ART RÉNALE H.SÉLECT +EMBOL.CATHÉ ART.
EDLF020; ;CHIMIO IN SITU H.SÉLECT ART. RÉNALE SANS EMBOL. CATHÉ ART.
EDLF021; ;CHIMIO  IN SITU SUP.SÉLECT ART. RÉNALE SANS EMBOL. CATHÉ ART.
EDLL001; ;INJ. ART. HÉP. IN SITU ISOTOP. +EMBOL. PARTICULES CATHÉ ART.
EDLL002; ;INJ. ART. HÉP. IN SITU ISOTOP. SANS EMBOL. PARTICULES CATHÉ ART.
EDMA001; ;REVASC. ART. RÉNALE À PARTIR 1ART. DIG. LAPARO/LOMBOT.
EDMA002;S;ANGIOPLASTIE ART RENALE LAPARO / LOMBOTOMIE
EDMA003; ;REVASC. DES BRANCHES ART. RÉNALE SUR REIN IN SITU LAPARO/LOMBOT.
EDMA004; ;RÉPAR. ART. RÉNALE+/-BRANCHES REIN EX SITU +GREF. REIN LAPARO/LOMBOT
EDNF001; ;FIBRINOLYSE IN SITU SUP.SÉLECT ART. RÉNALE CATHÉ ART.
EDNF002; ;FIBRINOLYSE IN SITU SÉLECT/H.SÉLECT ART. RÉNALE CATHÉ ART.
EDNF003; ;FIBRINOLYSE IN SITU 1ART. DIG. CATHÉ ART.
EDPA001; ;CHIR ANÉVR. ILIAQ +CHANGT PROTH ILIO-ILIAQ/ILLIOFÉM. UNILAT. LAPARO
EDPA002; ;LIBÉR. 1ART. DIG. LAPARO
EDPA005; ;CHIR ANÉVR. ILIAQ +CHANGT PROTH AORTO-ILIAQ/AORT.FÉM UNILAT. LAPARO
EDPF001; ;RECANALISATION ART. ILIAQ INT. +STENT CATHÉ ART.
EDPF002; ;RECANALISATION ART. RÉNALE SANS STENT CATHÉ ART.
EDPF003; ;RECANALISATION 1ART. DIG. SANS STENT CATHÉ ART.
EDPF004; ;RECANALISATION 1ART. DIG. +STENT CATHÉ ART.
EDPF005; ;RECANALISATION ART. RÉNALE +STENT CATHÉ ART.
EDPF006; ;RECANALISATION ILIAQ COM. +/-EXT. +STENT COUVERTE CATHÉ ART.
EDPF007; ;RECANALISATION ART. ILIAQ INT. SANS STENT CATHÉ ART.
EDPF008; ;RECANALISATION ILIAQ COM. +/-EXT. SANS STENT CATHÉ ART.
EDPF009; ;RECANALISATION ILIAQ COM. +/-EXT. +STENT CATHÉ ART.
EDQH001; ;ARTÉRIO SUP.SÉLECT BRANCHE EXTRADIG. AORT/BRANCHE ILIAQ INT. CATHÉ ART
EDQH003; ;ARTÉRIO H.SÉLECT BRANCHE EXTRADIG AORT/BRANCHE ILIAQ INT CATHÉ ART
EDQH005; ;ARTÉRIO H.SÉLECT PLUS. BRANCH EXTRADIG. AORT. ABDO/ILIAQ INT CATHÉ ART
EDQH006; ;ARTÉRIO H.SÉLECT PLUS. BRANCHES DIG. AORT. ABD. CATHÉ ART.
EDQH007; ;ARTÉRIO SUP.SÉLECT BRANCHE DIG. AORT. ABD. CATHÉ ART.
EDQH008; ;ARTÉRIO/H.SÉLECT 1BRANCHE DIG. AORT. ABD. CATHÉ ART.
EDQJ900; ;ÉCHO +/- DOPPLER ART. AORT/RÉNALE PDT ACTE VASC.TRANSCUT.
EDQM001; ;DOPPLER DES ART. ILIAQUES +DES ART. DES MB INF.
EDSA001; ;LIGATURE 1ART. DIG. LAPARO
EDSA002; ;LIGATURE DES ART. ILIAQUES INT. PR HÉMORR. POST-PARTUM LAPARO
EDSA003; ;LIGATURE DES ART. ILIAQUES INT. LAPARO
EDSF001; ;OBLITÉRATION SUP.SÉLECT PLUS. ANÉVR. SACCULAIRES ART. DIG. CATHÉ ART.
EDSF002; ;OBLITÉRATION H.SÉLECT ANÉVR. ILIAQ INT/1BRANCHE EXTRADIG. AORT. CATHÉ
EDSF003; ;EMBOL. SÉLECT/H.SÉLECT ART. RÉNALE CATHÉ ART.
EDSF004; ;EMBOL. SUP.SÉLECT BRANCHE ART. ILIAQ INT/EXTRADIG. AORT ABD CATHÉ ART
EDSF005; ;EMBOL. SÉLECT/H.SÉLECT 1ART. DIG. CATHÉ ART.
EDSF006; ;EMBOL. SUP.SÉLECT 1ART. DIG. CATHÉ ART.
EDSF007; ;OBLITÉRATION SÉLECT/H.SÉLECT 1ANÉVR. SACCULAIRE ART. RÉNALE CATHÉ ART.
EDSF008; ;EMBOL. SUP.SÉLECT ART. RÉNALE CATHÉ ART.
EDSF009; ;OBLITÉRATION SUP.SÉLECT 1ANÉVR. SACCULAIRE 1ART. DIG. CATHÉ ART.
EDSF010; ;OBLITÉRATION CATHÉ ART. SUP.SÉLECT ANÉVR. ILIAQ INT/1BRANCHE AORT.
EDSF011; ;EMBOL ART ILIAQ INT+/-BRANCHES PR HÉMORR. POST-PARTUM CATHÉ ART
EDSF012; ;EMBOL. H.SÉLECT PLUS. ART. DIG. CATHÉ ART.
EDSF013; ;OBLITÉRATION SUP.SÉLECT 1ANÉVR. SACCULAIRE ART. RÉNALE CATHÉ ART.
EDSF014; ;EMBOL. H.SÉLECT PLUS. BRANCHES ILIAQ INT/EXTRADIG AORT. ABD. CATHÉ ART
EDSF015; ;EMBOL. SUP.SÉLECT PLUS. ART. DIG. CATHÉ ART.
EDSF016; ;EMBOL H.SÉLECT ILIAQ INT/BRANCHE EXTRADIG. AORT. ABD. CATHÉ ART
EEAA001;S;DILAT INTRALUM ILIAQ+/-ART FEM PEROP RESTAUR AORT ILIAQ/ART FEM
EEAA002; ;ANGIO.PLAST ÉLARGT 1PONTAGE ART. MB INF. AB. DIRECT
EEAF001; ;DILAT. INTRALUMINALE PLUS. ART. MB INF. SANS STENT CATHÉ ART.
EEAF002; ;DILAT. CATHÉ+ STENT 1ART. MB INF. +ILIAQ COM+/-EXT. HOMOLAT.
EEAF003; ;DILAT. INTRALUMINALE 1ART. MB INF. SANS STENT CATHÉ ART.
EEAF004; ;DILAT. INTRALUMINALE 1ART. MB INF. +STENT CATHÉ ART.
EEAF005; ;DILAT. 1ART. MB INF. +ILIAQ COM+/-EXT. HOMOLAT. SANS STENT CATHÉ ART.
EEAF006; ;DILAT. INTRALUMINALE PLUS. ART. MB INF. +STENT CATHÉ ART.
EECA001; ;PONTAGE ART. FÉM.POP AU-DESSUS INTERLIGNE ARTIC. GENOU AB. DIRECT
EECA002; ;PONTAGE ART. FÉM.FÉM HOMOLAT. AB. DIRECT
EECA003; ;PONTAGE ART. FÉM.POP AU-DESSOUS INTERLIGNE ARTIC. GENOU AB. DIRECT
EECA005; ;PONTAGE 1ART. PIED AB. DIRECT
EECA006; ;PONTAGE ART. SUBCLAVIOFÉMORAL/AXIL.BIFÉM AB. DIRECT
EECA007; ;PONTAGE ART. SUBCLAVIOFÉMORAL/AXIL.FÉM AB. DIRECT
EECA008; ;PONTAGE ART. FÉM.TIB/FÉM.PÉRON SANS COLLIER VN AB. DIRECT
EECA009; ;SUTURE ART. MB INF. AB. DIRECT
EECA010; ;PONTAGE ART. FÉM.TIB/FÉM.PÉRON +COLLIER VN AB. DIRECT
EECA011;S;PONTAGE  ILIOFEM PR COMPLIC ANAST PROTH TREPIED FEM AB DIRECT
EECA012; ;PONTAGE MULT. ÉTAGÉ/BIFURQUÉ DES ART. DES MB INF. AB. DIRECT
EECA013;S;PONTAGE ART ILIOFEMORAL HOMOLAT AB DIRECT
EEFA001; ;THROMBO.ECTOMIE ART. FÉM. +/- SES BRANCHES AB. DIRECT
EEFA002; ;THROMBECTOMIE ART. MB INF. AB. POPLITÉ
EEFA003; ;THROMBO.ECTOMIE ART. POPLITÉE AB. DIRECT
EEFA004; ;THROMBECTOMIE ART. MB INF. AB. INGUINOFÉMORAL
EEFA005; ;RÉSEC. 1KYSTE ADVENTICIEL 1ART. MB INF. AB. DIRECT
EEFA006; ;RÉSEC.ANAST 1ART. MB INF. AB. DIRECT
EEGA001; ;ABL. 1PROTH. ART. MB INF. SANS REVASC. AB. DIRECT
EEGA002; ;ABL. 1PROTH. ART. MB INF. +REVASC. AB. DIRECT
EEJF001; ;THROMBOASPIRATION ART/PONTAGE ART. MB INF. CATHÉ ART.
EEKA001; ;REMPLT/MISE À PLAT 1ART. MB INF. AB. DIRECT
EELF002; ;STENT COUVERTE DS 1ART. MB INF. CATHÉ ART.
EELF003;S;INJ ART IN SITU CHIMIO AU MB INF CATHE ART
EELF004; ;INJ. ART. IN SITU SUP.SÉLECT CHIMIO AU MB INF. CATHÉ ART.
EELF005; ;INJ. ART. IN SITU SÉLECT/H.SÉLECT CHIMIO AU MB INF. CATHÉ ART.
EEMA001;S;ANGIOPLASTIE ELARGT 1 PONTAGE ART MB INF AB DIRECT
EENF001; ;FIBRINOLYSE IN SITU SUP.SÉLECT 1ART/1PONTAGE ART. MB INF. CATHÉ ART.
EENF002; ;FIBRINOLYSE CATHÉ ART H.SÉLECT 1ART/1PONTAGE ART. MB INF.
EEPF001; ;RECANALISATION 1ART. MB INF. +STENT CATHÉ ART.
EEPF002; ;RECANALISATION 1ART. MB INF. SANS STENT CATHÉ ART.
EEQH001; ;ARTÉRIO BILAT. MB INF. INJ. ART. FÉM. TRANSCUT. BILAT.
EEQH002; ;ARTÉRIO/H.SÉLECT MB INF. CATHÉ ART.
EEQH003; ;ARTÉRIO PIED INJ. ART/CATHÉ ART.
EEQH004; ;ARTÉRIO SUP.SÉLECT MB INF. CATHÉ ART.
EEQH005; ;ARTÉRIO GLOBALE MB INF. CATHÉ ART.
EEQH006; ;ARTÉRIO UNILAT. MB INF. INJ. ART. FÉM. TRANSCUT.
EESA001; ;LIGATURE 1ART. CUISSE/JAMBE AB. DIRECT
EESF001; ;OBLITÉRATION 1ANÉVR. SACCULAIRE ART. MB INF. CATHÉ ART.
EESF002;S;EMBOLISATION H.SELECT ART MB INF CATHE ART
EESF003;S;EMBOLISATION SELECT ART MB INF CATHE ART
EESF004; ;EMBOL. H.SÉLECT PLUS. ART. MB INF. CATHÉ ART.
EESF005; ;OBLITÉRATION PLUS. ANÉVR. SACCULAIRES ART. MB INF. CATHÉ ART.
EESF006; ;EMBOL. SUP.SÉLECT 1ART. MB INF. CATHÉ ART.
EESF007; ;EMBOL. SÉLECT/H.SÉLECT 1ART. MB INF. CATHÉ ART.
EFAF001; ;DILAT. INTRALUMINALE 1VN MB SUP. +STENT V.V
EFAF002; ;DILAT. INTRALUMINALE 1VN MB SUP. SANS STENT V.V
EFCA001; ;SUTURE VN PROF. MB SUP/COU AB. DIRECT
EFCA002; ;SUTURE VN SUPERF. DES MB/COU AB. DIRECT
EFFA001; ;RÉSEC/LIGATURE 1VN PROF. MB SUP/COU AB. DIRECT
EFFA002; ;RÉSEC. VN BRACHIOCÉPHALIQUE THOR.TOMIE
EFFA003;S;THROMBECTOMIE VN SUPERF. DES MB/COU AB. DIRECT
EFJF001; ;THROMBOASPIRATION VN S.CLAV. +/- VN BRACHIOCÉPHALIQUE V.V
EFLF001; ;STENT COUVERTE DS 1VN MB SUP. V.V
EFNF001; ;FIBRINOLYSE IN SITU VN S.CLAV. +/- VN BRACHIOCÉPHALIQUE V.V
EFPF001; ;RECANALISATION 1VN MB SUP. +STENT V.V
EFPF002; ;RECANALISATION 1VN MB SUP. SANS STENT V.V
EFQH001; ;PHLÉBO SÉLECT. MB SUP. V.V SANS ÉTUDE DES TR. VN PROXIMAUX
EFQH002; ;PHLÉBO SÉLECT. VN BRACHIOCÉPHALIQUE/VCSUP V.V
EFQH003; ;PHLÉBO BILAT. MB SUP. IV +ÉTUDE DES TR. VN PROXIMAUX +VCSUP
EFQH004; ;PHLÉBO BILAT. MB SUP. IV SANS ÉTUDE DES TR. VN PROXIMAUX
EFQH005; ;PHLÉBO UNILAT. MB SUP. INJ. IV/V.V +ÉTUDE DES TR. VN PROXIMAUX +VCSUP
EFQH006; ;PHLÉBO UNILAT. MB SUP. IV SANS ÉTUDE DES TR. VN PROXIMAUX
EFQH007; ;PHLÉBO H.SÉLECT VN BRACHIOCÉPHALIQUE/VCSUP V.V
EFQM001; ;DOPPLER DES VN DES MB SUP.
EFSA001; ;LIGATURE VN SUPERF. DES MB/COU AB. DIRECT
EGAF001; ;DILAT. INTRALUMINALE VN RÉNALE SANS STENT V.V
EGAF002; ;DILAT. INTRALUMINALE VN ILIAQ EXT. +/- VN ILIAQ COMMUNE +STENT V.V
EGAF003; ;DILAT. INTRALUMINALE VN ILIAQ EXT. +/- VN ILIAQ COMMUNE SANS STENT V.V
EGAF004; ;DILAT. INTRALUMINALE VN RÉNALE +STENT V.V
EGCA002; ;SUTURE TR/BRANCHES VISCÉRALES VN ILIAQ +/- VCI INFRAHÉP. LAPARO
EGCA003; ;PONTAGE VN FÉM.ILIAQ HOMOLAT. FÉMOROCAVE/FÉM.RÉN AB. DIRECT
EGCA004; ;ANAST. SAPHÉNOCAVERNEUSE
EGED001; ;RÉDUC PROCIDENCE HEMMOR INT PAR AGRAF CIRCUL V. ANALE
EGFA001; ;HÉMORROÏDECTOMIE PÉD. SEMIFERMÉE/FERMÉE
EGFA002; ;HÉMORROÏDECTOMIE PÉD. SSMUQ +ANOPLAST. POST. +SPHINCTÉROTOMIE INT.
EGFA003; ;HÉMORROÏDECTOMIE PÉD. SSMUQ
EGFA004; ;THROMBECTOMIE VN FÉM.ILIAQ AB. FÉM.
EGFA005; ;RÉSEC. 1PAQUET HÉMORROÏDAIRE ISOLÉ
EGFA006; ;RÉSEC. VN FÉM. +/- VN ILIAQ +RECONSTR. AB. DIRECT
EGFA007; ;EXCISION 1THROMBOSE HÉMORROÏDAIRE
EGFA008; ;RÉSEC/LIGATURE VN TESTICULAIRE AB. DIRECT +EMBOL. IV
EGFA009; ;RÉSEC. VN FÉM. +/- VN ILIAQ SANS RECONSTR. AB. DIRECT
EGFA010; ;RÉSEC/LIGATURE VN TESTICULAIRE AB. DIRECT
EGFC001; ;RÉSEC/LIGATURE VN TESTICULAIRE COELIO.
EGHF001; ;PRÉLÈV. SANG. BILAT. ÉTAGÉS/SIMULTANÉS DES VN RÉNALES V.V
EGHF002; ;PRÉLÈV. SANG. BILAT. ÉTAGÉS/SIMULTANÉS DES VN GONADIQUES V.V
EGHF003; ;PRÉLÈV. SANG. BILAT. ÉTAGÉS/SIMULTANÉS DES VN SURRÉNALES V.V
EGJA001; ;ÉVAC. 1THROMBOSE HÉMORROÏDAIRE EXT.
EGJF001; ;THROMBOASPIRATION VN RÉNALE V.V
EGJF002; ;THROMBOASPIRATION VN ILIAQ EXT. +/- VN ILIAQ COMMUNE V.V
EGLF001; ;POSE 1CATHÉ. VN OMBILICAL
EGLF002; ;SÉANCE INJ. SCLÉROSANTE DES HÉMORROÏDES
EGNF001; ;FIBRINOLYSE IN SITU VN RÉNALE V.V
EGNF002; ;FIBRINOLYSE IN SITU VN ILIAQ EXT. +/- VN ILIAQ COMMUNE V.V
EGNP001; ;SÉANCE TRAITT INSTRUMENTAL DES HÉMORROÏDES PROCÉDÉ PHYS.
EGPA001; ;DÉCOMPR. VN ILIAQ LAPARO
EGPF001; ;RECANALISATION VN ILIAQ EXT. +/- VN ILIAQ COMMUNE +STENT V.V
EGQH002;S;PHLEBOGRAPHIE H.SELECT BRANCHE VN ILIAQUE COMMUNE / VCI V.V
EGSA001; ;INTERRUPTION DES VN DRAINAGE PÉNIS AB. DIRECT
EGSA002; ;LIGATURE PLEXUS PAMPINIFORME/VN TESTICULAIRE AB. SCROTAL
EGSF001; ;EMBOL. SUP.SÉLECT VN TESTICULAIRE/OVARIQUE V.V
EGSF002; ;EMBOL. SÉLECT/H.SÉLECT VN TESTICULAIRE/OVARIQUE V.V
EGSF003; ;EMBOL. DES VN DRAINAGE PÉNIS IV
EGSP001; ;SÉANCE LIGATURE ÉLASTIQUE DES HÉMORROÏDES
EHAA001; ;RECALIBRAGE 1ANAST. PORTOCAVE LAPARO
EHAF001; ;DILAT. INTRALUMINALE VN PORTE/1ANAST. PORTOCAVE +STENT V.V
EHAF002; ;DILAT. INTRALUMINALE VN PORTE/1ANAST. PORTOCAVE SANS STENT V.V
EHAF003; ;DILAT. INTRALUMINALE VN HÉP. SANS STENT V.V
EHAF004; ;DILAT. STENT INTRAHÉP. PR SHUNT PORTOSYSTÉMIQUE V.V
EHBD001; ;TAMPNT VARICES OESOGASTR. SONDE À BALLONNET
EHCA001; ;PONTAGE VN MÉSENTÉRICOATRIAL THOR.TOMIE +LAPARO
EHCA002; ;ANAST. VN SPLÉNORÉNALE DIST. SÉLECT. +DÉCONNEXION PORTOSYST LAPARO
EHCA003; ;ANAST. PORTOCAVE TRONCULAIRE/PORTORÉNALE LAPARO
EHCA004; ;ANAST. VN SPLÉNORÉNALE DIST. SÉLECT. SANS DÉCONNEXION PORTOSYST LAPARO
EHCA005; ;ANAST. 1BRANCHE PORTE-VCI SAUF SPLÉNIQ/MÉSENT. SUP LAPARO
EHCA006; ;ANAST. MÉSENTÉRICOCAVE INF. LAPARO
EHCA007; ;ANAST. VN SPLÉNORÉNALE CTR +SPLÉNECTOMIE LAPARO
EHCA008; ;SUTURE VN PORTE +/- 1SES BRANCHES PPAL LAPARO
EHCA009; ;ANAST. MÉSENTÉRICO-ILIO-CAVE LAPARO
EHCA010; ;ANAST. ENTRE 1BRANCHE SYST. PORTE +SYST. CAVE SUP. AB. DIRECT
EHCF002; ;CRÉATION 1COURT-CIRCUIT PORTOSYSTÉMIQUE INTRAHÉP. STENT V.V
EHFA001; ;THROMBECTOMIE VN PORTE +/- 1SES AFFLUENTS PPAUX LAPARO
EHHF001; ;PRÉLÈV. SANG. VN ÉTAGÉS H.SÉLECT VSS AFFLUENT VN PORTE V. TRANSHÉP.
EHHF002; ;PRÉLÈV. SANG. VN ÉTAGÉS SUP.SÉLECT VSS AFFLUENT VN PORTE V. TRANSHÉP.
EHLA001; ;IMPLANT. DIFFUSEUR SSCUT. +CATHÉ. RELIÉ À 1BRANCHE VN PORTE LAPARO
EHMF001;S;CREATION 1 COURT-CIRCUIT PORTOSYSTEMIQUE INTRAHEPATIQUE STENT V.V
EHNE001; ;SÉANCE SCLÉROSE+/-LIGATURE VO SF HÉMORR. ENDOS.
EHNE002; ;SCLÉROSE +/- LIGATURE VARICES OESOGASTR. PÉRIODE HÉMORR. ENDOS.
EHNF001; ;FIBRINOLYSE IN SITU VN PORTE +/-AFFLUENTS/1SHUNT PORTOSYST. V.V
EHPF001; ;RECANALISATION 1SHUNT PORTOSYSTÉMIQUE V.V
EHQH001; ;PHLÉBO SÉLECT. VN HÉP. V.V
